Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6638,6236,9631,16266,7194,9768,55733,0,0,1,1,0,0,2,2412,2889,759,1945,1521,844,943,890,90,762,455,88,0,0,0,0,0,0,2
2,6753,6211,9786,16211,7292,9747,56000,1,1,1,2,0,0,5,2487,2888,806,1924,1579,847,1008,894,80,744,453,75,3,2,1,0.001,1,1,6
3,6741,6229,9788,16191,7313,9830,56092,0,0,0,0,1,0,1,2507,2968,806,1890,1625,867,1016,874,90,752,494,97,0,0,1,0,1,3.6,7
4,6638,6208,9748,16309,7351,9788,56042,0,1,0,7,0,6,14,2489,2884,781,1929,1632,911,1042,856,80,771,501,90,4,2,1,0.001,4,4.5,21
5,6685,6198,9799,16246,7197,9891,56016,1,0,2,8,1,3,15,2441,2892,762,1989,1604,908,1005,880,97,762,464,91,1,1,1,0,5,5.4,35
6,6700,6294,9644,16172,7270,9608,55688,0,1,3,9,1,3,17,2489,2976,789,1888,1629,844,990,900,78,733,463,84,1,0,1,0,7,6,50
7,6696,6110,9701,16268,7180,9699,55654,3,2,4,10,3,4,26,2465,2859,763,1939,1589,846,980,849,74,789,488,97,3,2,1,0.001,13,7.3,80
8,6671,6096,9730,16294,7181,9901,55873,14,7,5,26,9,9,70,2434,2857,769,1870,1611,928,998,887,72,755,485,95,16,4,1,0.001,23,8.1,145
9,6663,6233,9813,16310,7316,9814,56149,17,13,13,46,10,16,115,2522,2886,793,1939,1630,900,1006,883,86,790,510,89,17,7,1,0.002,28,8.2,247
10,6695,6274,9672,16396,7279,9753,56069,29,13,17,59,18,15,151,2456,2881,811,1947,1621,839,976,857,92,764,470,72,25,6,1,0.002,41,9.2,399
1,6660,6266,9964,16264,7210,9764,56128,0,2,0,1,0,0,3,2458,3050,782,1937,1566,890,968,895,76,805,516,99,2,2,1,0.001,1,0,2
2,6620,6441,9803,16328,7297,9756,56245,0,0,0,0,0,1,1,2455,2995,763,1919,1553,950,973,818,86,783,491,84,1,0,1,0,0,2.2,4
3,6808,6382,9928,16263,7208,9828,56417,0,0,0,0,0,0,0,2506,2988,803,1927,1537,904,1038,903,86,794,487,86,0,0,1,0,0,2.2,4
4,6896,6326,9951,16366,7269,9667,56475,0,0,0,0,0,0,0,2491,3061,780,1998,1619,906,988,946,58,797,478,98,0,0,1,0,0,2.2,4
5,6818,6401,9761,16329,7181,9786,56276,0,0,0,0,0,0,0,2503,2998,745,1920,1545,864,969,872,84,775,463,80,0,0,1,0,0,2.2,4
6,6863,6291,9722,16497,7287,9862,56522,0,0,0,0,0,0,0,2531,2977,754,1967,1552,886,1040,839,75,827,474,99,0,0,1,0,0,2.2,4
