posth_mf,posth_my,posth_ma,posth_ff,posth_fy,posth_fa,posth_total,preh_mf,preh_my,preh_ma,preh_ff,preh_fy,preh_fa,preh_total,lambda,mf_harvest,my_harvest,ma_harvest,ff_harvest,fy_harvest,fa_harvest,total_harvest
7363,2729,3427,7530,4699,13312,39060,9794,5514,5709,9500,6523,15875,52915,1.041,746,2605,2151,783,1439,1822,9546
7852,2809,3486,7839,5084,13686,40756,10047,5972,5709,10084,6663,16445,54920,1.038,762,2766,2118,876,1396,1997,9915
8008,3120,3512,8262,5267,14026,42195,10377,5926,6002,10278,7137,16617,56337,1.026,715,2761,2185,897,1605,1921,10084
8259,3084,3726,8414,5532,14207,43222,10483,6211,6187,10278,7161,16820,57140,1.014,778,2866,2321,865,1578,1938,10346
8336,3241,3790,8455,5583,14308,43713,10573,6270,6377,10362,7256,16864,57702,1.01,765,2924,2323,861,1635,2015,10523
8447,3243,3957,8497,5621,14278,44043,10522,6385,6504,10332,7288,16746,57777,1.001,772,2985,2344,896,1632,1906,10535
8397,3302,4035,8458,5656,14229,44077,10557,6300,6602,10472,7274,16836,58041,1.005,786,2938,2461,942,1580,1933,10640
8419,3261,4019,8593,5694,14341,44327,10691,6328,6595,10358,7329,16697,57998,0.999,835,2934,2438,868,1631,1917,10623
8429,3298,4071,8535,5698,14149,44180,10455,6280,6645,10291,7309,16597,57577,0.993,751,2894,2431,896,1584,1953,10509
8384,3281,4127,8445,5725,14072,44034,10483,6319,6661,10277,7196,16482,57418,0.997,764,2928,2459,862,1604,1913,10530
8342,3292,4105,8451,5592,13959,43741,10222,6243,6675,10063,7255,16292,56750,0.988,764,2868,2428,854,1632,1866,10412
8154,3289,4122,8292,5623,13827,43307,10490,6122,6681,10053,7126,16580,57052,1.005,823,2868,2473,835,1576,1879,10454
8343,3165,4098,8301,5550,14117,43574,10525,6250,6557,10048,7125,16342,56847,0.996,780,2977,2387,877,1531,1913,10465
8329,3179,4086,8212,5594,13788,43188,10331,6232,6566,9913,6987,16240,56269,0.99,756,2921,2437,839,1528,1839,10320
8241,3217,4025,8130,5459,13825,42897,10246,6177,6494,10097,6999,16161,56174,0.998,738,2884,2335,886,1570,1883,10296
8165,3217,4050,8265,5429,13687,42813,9997,6045,6565,9834,7096,16072,55609,0.99,736,2776,2310,792,1545,1851,10010
7957,3202,4153,8084,5551,13647,42594,10048,5996,6629,10031,6959,16112,55775,1.003,754,2721,2460,846,1584,1878,10243
8008,3173,4076,8282,5375,13662,42576,10275,5997,6576,9764,7060,15968,55640,0.998,775,2703,2381,859,1547,1841,10106
3725,3371,6092,3915,4999,10835,32937,8158,2772,8551,8042,3380,13166,44069,NA,647,1270,3129,683,713,1502,7944
6437,1460,5259,6585,2667,11206,33614,7335,4826,6079,7347,5674,11517,42778,0.971,519,2263,2213,628,1235,1329,8187
5848,2484,3771,6013,4439,9785,32340,7534,4430,5624,7534,5134,11926,42182,0.986,530,2110,2090,665,1154,1346,7895
6027,2253,3443,6160,3980,10138,32001,7393,4547,5177,7334,5287,11737,41475,0.983,548,2158,1878,605,1148,1372,7709
5867,2315,3222,6104,4139,9938,31585,7983,4408,5437,7818,5241,13554,44441,1.072,597,2059,2010,730,1135,1622,8153
6340,2287,3427,6360,4106,11855,34375,8642,4741,5578,8617,5484,14691,47753,1.075,617,2165,2108,728,1247,1732,8597
6840,2507,3462,7079,4237,12748,36873,9194,5138,5561,9143,6039,15402,50477,1.057,684,2349,2059,793,1364,1834,9083
7339,2714,3453,7498,4675,13290,38969,9750,5540,5777,9490,6454,15866,52877,1.048,754,2578,2064,808,1405,1806,9415
7796,2861,3660,7782,5049,13721,40869,10314,5840,5901,9930,6648,16423,55056,1.041,762,2793,2130,850,1497,1954,9986
8219,2960,3674,8146,5151,14050,42200,10189,6134,6104,9983,6990,16473,55873,1.015,794,2858,2190,860,1535,1876,10113
8049,3195,3828,8155,5455,14087,42769,10268,6012,6379,10176,7027,16640,56502,1.011,785,2878,2301,852,1654,1934,10404
8151,3030,3978,8377,5373,14197,43106,10327,6076,6297,10241,7179,16579,56699,1.003,804,2802,2326,848,1629,1890,10299
8253,3166,3875,8445,5550,14122,43411,10345,6274,6404,10259,7210,16540,57032,1.006,773,2942,2408,857,1587,1886,10453
8166,3245,3884,8465,5623,14075,43458,10456,6144,6414,10139,7289,16572,57014,1,791,2880,2314,909,1664,1888,10446
8290,3179,3982,8349,5625,14096,43521,10590,6163,6496,10158,7153,16569,57129,1.002,828,2839,2252,838,1561,1908,10226
8428,3235,4152,8319,5592,14101,43827,10470,6258,6681,10143,7142,16574,57268,1.002,819,2904,2434,919,1597,1902,10575
8327,3275,4126,8301,5545,14093,43667,10423,6233,6669,10076,7088,16470,56959,0.995,735,2889,2419,944,1519,1936,10442
8339,3251,4146,8200,5569,14004,43509,10292,6284,6692,10051,7015,16189,56523,0.992,743,2964,2468,870,1544,1816,10405
8218,3226,4138,8228,5471,13793,43074,10227,6102,6655,10046,7028,16210,56268,0.995,753,2842,2412,892,1454,1861,10214
8146,3160,4118,8218,5574,13740,42956,10392,6097,6574,9884,7060,16272,56279,1,773,2836,2413,852,1498,1840,10212
8229,3167,4058,8089,5562,13858,42963,10259,6219,6493,10084,6950,16273,56278,1,777,2877,2402,831,1500,1903,10290
8115,3232,3996,8286,5450,13784,42863,10180,6120,6560,10042,7136,16137,56175,0.998,746,2854,2417,869,1564,1876,10326
8133,3177,4053,8217,5572,13718,42870,10462,6115,6564,10015,6985,16156,56297,1.002,737,2831,2399,896,1543,1877,10283
8368,3204,4058,8205,5442,13673,42950,10095,6295,6537,10015,7045,16066,56053,0.996,725,2913,2360,826,1540,1885,10249
8006,3289,4081,8282,5505,13619,42782,10180,6014,6703,9821,7076,16043,55837,0.996,706,2826,2491,829,1532,1904,10288
