Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
7,8279,6372,9674,16337,7312,9653,57627,11,1,3,8,0,4,27,3023,2090,808,1920,1615,869,1165,658,87,786,452,87,7,5,1,0.002,10,46.1
8,8528,6112,9851,16461,7153,9950,58055,14,5,4,8,5,4,40,3139,1958,739,1953,1560,950,1262,563,74,769,463,87,9,2,1,0.001,21,46.1
9,8532,6390,9799,16449,7350,9709,58229,21,4,1,10,5,3,44,3139,2138,751,1836,1568,909,1264,607,93,745,465,96,11,3,1,0.001,18,46.1
10,8543,6289,9956,16659,7209,9866,58522,17,7,4,20,5,10,63,3187,2072,800,1933,1589,895,1231,621,88,768,504,81,15,5,1,0.002,25,46.1
1,6644,6224,9548,16235,7154,9756,55561,0,0,1,1,0,2,4,2409,2057,780,1952,1614,844,978,595,77,804,507,79,0,0,0,0,2,0
2,7506,6019,9599,16191,7263,9733,56311,0,1,0,5,3,0,9,2828,2012,771,1899,1593,856,1181,610,70,707,463,91,0,0,0,0,7,11.4
3,7713,6177,9792,16136,7248,9753,56819,5,1,7,9,2,0,24,2834,2044,794,1952,1563,869,1156,587,78,760,489,106,4,3,1,0.001,12,11.4
4,8051,6277,9904,16227,7308,9619,57386,8,9,7,14,4,4,46,2961,2027,779,1886,1608,935,1186,599,71,749,483,94,12,4,1,0.001,20,17
5,8337,6345,9716,16438,7068,9772,57676,27,6,9,33,6,16,97,3099,2162,792,1917,1573,877,1237,642,99,757,467,89,15,5,1,0.002,47,17
6,8416,6202,9768,16240,7289,9602,57517,37,16,19,57,20,18,167,3125,2116,765,1897,1599,876,1224,639,80,730,467,79,33,12,1,0.004,69,19.2
7,8328,6226,9820,16380,7087,9689,57530,68,20,24,79,20,25,236,3050,2110,765,1987,1497,894,1245,645,71,782,436,96,48,18,1,0.005,110,21
8,8380,6269,9776,16291,7149,9625,57490,111,31,16,104,38,33,333,3138,2019,792,1866,1555,823,1273,586,71,741,446,76,77,24,1,0.008,144,29.6
9,8415,6274,9783,16303,7126,9812,57713,160,48,53,166,45,62,534,3131,2085,810,1950,1533,925,1297,623,74,797,430,79,102,43,1,0.013,197,36.4
10,8445,6143,9448,16101,7209,9763,57109,242,65,69,248,85,85,794,3136,1971,795,1928,1525,855,1235,599,98,791,456,70,166,62,1,0.019,289,36.4
1,6660,6349,9570,16260,7079,9722,55640,0,0,0,0,0,0,0,2462,2101,757,1969,1627,854,961,618,87,802,518,93,0,0,0,0,0,0
2,7517,6096,9468,15982,7170,9556,55789,0,0,0,0,0,0,0,2830,2100,800,1891,1557,859,1133,643,79,730,456,66,0,0,0,0,0,1.4
3,7718,5972,9474,15856,7105,9683,55808,0,0,0,0,0,0,0,2860,1939,824,1868,1605,918,1099,579,74,783,494,93,0,0,0,0,0,1.4
4,7946,5987,9625,15895,7183,9710,56346,0,0,0,0,0,0,0,2932,2051,746,1850,1601,876,1130,643,85,745,474,95,0,0,0,0,0,1.4
5,7961,6272,9512,16039,7230,9808,56822,0,0,0,0,0,0,0,2995,2085,732,1912,1563,866,1170,604,78,766,494,83,0,0,0,0,0,1.4
6,8134,6158,9760,16286,7256,9761,57355,0,0,0,0,0,0,0,2958,2118,829,1850,1573,892,1177,614,82,759,472,93,0,0,0,0,0,1.4
7,8217,6149,9697,16292,7226,9948,57529,0,0,0,0,0,0,0,3037,2041,826,1955,1590,897,1198,641,90,781,455,86,0,0,0,0,0,1.4
8,8225,6203,9787,16276,7335,9778,57604,0,0,0,0,0,0,0,3085,2085,769,1895,1625,887,1196,611,76,778,511,93,0,0,0,0,0,1.4
9,8261,6268,9628,16409,7268,9780,57614,0,0,0,0,0,0,0,2974,2106,752,1979,1622,867,1197,639,64,817,470,102,0,0,0,0,0,1.4
10,8390,6219,9708,16426,7248,9858,57849,0,0,0,0,0,0,0,3182,2056,777,1949,1605,934,1314,630,84,846,439,81,0,0,0,0,0,1.4
1,6636,6306,9665,16389,7198,9861,56055,0,1,0,0,0,0,1,2490,2046,767,1962,1598,911,987,577,78,770,504,97,0,0,0,0,1,0
2,7528,6176,9816,16352,7304,9750,56926,4,0,0,0,0,0,4,2742,2014,811,1959,1635,875,1112,633,70,755,518,73,1,0,0,0,3,4.1
3,8014,6231,9808,16167,7247,9712,57179,10,0,0,1,1,1,13,2988,2014,762,1893,1600,852,1216,611,81,779,484,85,2,0,0,0,8,4.1
4,8207,6288,9787,16320,7271,9702,57575,12,2,1,6,2,1,24,3010,2075,799,1879,1565,869,1224,622,85,741,469,78,8,3,1,0.001,10,5.7
5,8388,6192,9795,16315,7209,9841,57740,10,1,3,9,2,5,30,3177,2059,781,1939,1575,897,1260,621,81,787,484,84,6,3,1,0.001,15,5.7
6,8353,6312,9845,16306,7302,9739,57857,9,5,1,10,4,2,31,3088,2099,786,1899,1556,836,1235,621,75,760,458,89,5,2,1,0.001,15,5.8
7,8439,6330,9713,16371,7311,9882,58046,24,4,4,17,3,3,55,3146,2122,762,1973,1624,925,1264,625,89,788,506,79,16,7,1,0.002,22,23.1
8,8491,6180,9804,16407,7338,10062,58282,28,7,9,19,6,12,81,3081,2019,740,1920,1636,908,1222,604,74,759,505,89,17,8,1,0.002,33,24.7
9,8524,6255,9888,16340,7584,9660,58251,41,15,5,36,11,13,121,3162,2061,793,1932,1697,880,1287,597,95,720,510,85,23,9,1,0.003,53,26
10,8461,6436,9762,16517,7226,9902,58304,58,13,13,52,16,22,174,3033,2144,782,1950,1596,923,1213,655,63,774,491,116,42,11,1,0.003,71,26
1,6684,6231,9524,16277,7175,9879,55770,0,1,0,1,0,0,2,2510,2072,766,1913,1600,933,973,643,91,712,517,100,0,0,0,0,2,0
2,7400,6076,9687,16375,7300,9825,56663,5,0,0,3,0,4,12,2776,2043,804,1983,1651,854,1104,611,99,793,495,94,4,1,1,0,3,3.2
3,7708,6158,9654,16206,7340,9773,56839,2,2,0,6,2,1,13,2925,2023,767,1950,1633,887,1139,611,76,804,508,89,4,1,1,0,5,3.6
4,7986,6238,9634,16293,7229,9708,57088,3,2,7,7,3,1,23,2956,2023,773,1956,1559,877,1202,590,67,773,476,83,3,0,1,0,8,23.8
5,8270,6093,9690,16208,7161,9726,57148,7,7,5,17,5,7,48,3042,2047,759,1920,1608,881,1206,592,66,765,490,78,13,5,1,0.002,19,23.8
6,8285,6196,9711,16233,7198,9644,57267,12,5,9,26,8,12,72,3125,2018,778,1930,1609,924,1283,590,67,801,447,86,16,4,1,0.001,29,23.8
7,8342,6178,9652,16163,7067,9541,56943,14,13,14,33,11,12,97,3040,2007,754,1898,1605,846,1215,585,84,770,448,82,20,4,1,0.001,43,55.9
8,8486,6107,9705,16148,7052,9760,57258,48,13,18,61,17,20,177,3133,2054,768,1927,1544,879,1247,600,69,755,486,98,29,13,1,0.004,77,57.3
9,8408,6161,9457,16108,7289,9702,57125,88,16,22,94,31,25,276,3135,2126,828,1878,1563,856,1286,637,86,748,467,79,66,30,1,0.009,112,58
10,8263,6009,9696,16290,7228,9562,57048,115,31,27,141,40,53,407,3049,1965,750,1934,1603,847,1217,596,84,732,474,83,72,28,1,0.009,166,59.4
1,6623,6229,9751,16237,7119,9655,55614,0,1,0,1,0,0,2,2435,1990,756,1943,1594,856,1001,627,75,777,498,101,0,0,0,0,2,0
2,7521,6240,9690,16068,7172,9586,56277,0,0,0,0,0,0,0,2792,2070,791,1849,1602,860,1103,617,72,737,480,75,0,0,0,0,0,6.1
3,7913,6204,9584,16012,7140,9574,56427,0,0,0,0,0,0,0,2870,2043,763,1899,1552,857,1144,584,63,727,439,98,0,0,0,0,0,6.1
4,8212,6160,9718,16112,7138,9495,56835,0,0,0,0,0,0,0,2988,2004,739,1921,1579,855,1177,594,83,766,461,80,0,0,0,0,0,6.1
5,8380,6229,9561,16034,7024,9539,56767,0,0,0,0,0,0,0,3126,2008,735,1930,1527,849,1250,577,71,775,484,82,0,0,0,0,0,6.1
6,8431,6130,9696,16164,7140,9626,57187,0,0,0,0,0,0,0,3118,2087,764,1904,1581,902,1232,605,80,748,467,112,0,0,0,0,0,6.1
7,8240,6141,9605,16250,7198,9609,57043,0,0,0,0,0,0,0,3075,2014,763,1929,1614,873,1223,596,80,792,496,95,0,0,0,0,0,6.1
8,8279,6109,9676,16198,7163,9746,57171,0,0,0,0,0,0,0,3010,2085,790,1895,1552,855,1200,589,82,749,481,88,0,0,0,0,0,6.1
9,8272,6208,9670,16236,7223,9688,57297,0,0,0,0,0,0,0,3124,2084,814,1923,1656,858,1225,625,83,795,508,94,0,0,0,0,0,6.1
10,8295,6211,9800,16141,7224,9796,57467,0,0,0,0,0,0,0,3137,2009,784,1895,1572,865,1256,608,76,734,466,88,0,0,0,0,0,6.1
1,6652,6236,9719,16271,7157,9676,55711,0,0,1,1,0,0,2,2446,2069,766,1923,1572,826,935,613,80,761,482,72,0,0,0,0,1,0
2,7478,6324,9663,16154,7252,9858,56729,0,0,0,3,0,2,5,2633,2117,771,2003,1531,902,1068,656,92,810,470,88,1,1,1,0,2,8
3,8060,6195,9593,15997,7271,9630,56746,0,1,0,3,1,0,5,2971,2133,819,1894,1654,819,1187,632,85,796,491,83,1,0,1,0,3,8.5
4,8125,6019,9498,16055,7207,9711,56615,0,0,1,5,1,1,8,2949,2027,726,1942,1550,867,1220,607,75,752,468,86,0,0,1,0,4,9.2
5,8175,6066,9641,16146,7221,9702,56951,2,2,4,11,1,1,21,2943,1974,767,1967,1618,825,1180,589,76,778,462,71,6,0,1,0,9,10.2
6,8263,6145,9809,16161,7261,9768,57407,9,1,3,11,3,2,29,3049,2041,816,1856,1607,899,1197,583,84,745,457,81,4,1,1,0,16,32.1
7,8344,6257,9698,16383,7228,9753,57663,9,5,9,18,0,4,45,3107,2063,728,1865,1638,869,1192,633,75,728,460,75,8,5,1,0.002,20,40.8
8,8368,6234,9852,16467,7283,9935,58139,15,9,7,13,7,4,55,3104,2097,789,1937,1637,867,1243,603,85,792,500,88,6,2,1,0.001,28,41.4
9,8413,6305,9872,16468,7420,9783,58261,49,3,6,19,7,6,90,3071,2090,833,2000,1573,865,1205,663,85,812,481,99,23,9,1,0.003,45,42.1
10,8560,6312,9923,16456,7324,9932,58507,64,4,2,30,10,12,122,3199,2105,797,1896,1655,871,1286,606,87,774,508,95,38,17,1,0.005,58,43
1,6609,6295,9534,16300,7180,9736,55654,0,1,0,0,0,0,1,2449,2143,769,1971,1567,874,972,656,70,791,504,88,1,0,0,0,0,0
2,7399,6008,9738,16274,7198,9876,56493,0,0,0,0,0,0,0,2810,1994,732,1925,1598,891,1135,601,80,788,465,102,0,0,0,0,0,1.4
3,7678,6203,9701,16111,7303,9834,56830,0,0,0,0,0,0,0,2889,2038,751,1877,1604,882,1160,627,63,699,473,93,0,0,0,0,0,1.4
4,7948,6198,9578,16273,7279,9835,57111,0,0,0,0,0,0,0,2902,2103,735,1969,1620,826,1169,611,83,800,504,87,0,0,0,0,0,1.4
5,8165,6149,9701,16057,7363,9608,57043,0,0,0,0,0,0,0,3000,2042,774,1891,1668,856,1188,630,79,742,466,84,0,0,0,0,0,1.4
6,8280,6261,9730,16238,7164,9789,57462,0,0,0,0,0,0,0,2994,2093,803,1871,1554,866,1191,614,85,746,461,80,0,0,0,0,0,1.4
7,8426,6172,9921,16314,7343,9673,57849,0,0,0,0,0,0,0,3160,2011,803,1915,1524,889,1274,626,69,756,447,87,0,0,0,0,0,1.4
8,8398,6369,9756,16486,7165,9962,58136,0,0,0,0,0,0,0,3038,2107,812,1891,1634,927,1181,657,89,762,467,85,0,0,0,0,0,1.4
9,8557,6235,9860,16419,7365,9838,58274,0,0,0,0,0,0,0,3206,2070,795,1910,1610,900,1304,629,73,769,456,84,0,0,0,0,0,1.4
10,8494,6248,9921,16475,7258,9938,58334,0,0,0,0,0,0,0,3171,2004,785,1973,1596,927,1230,617,73,804,470,95,0,0,0,0,0,1.4
1,6677,6226,9822,16306,7158,9772,55961,0,0,0,1,0,0,1,2483,2096,769,1966,1581,878,961,635,71,810,462,75,1,0,0,0,0,0
2,7456,6282,9551,16266,7292,9772,56619,0,0,0,0,0,0,0,2706,2043,722,1904,1570,878,1054,649,73,748,480,91,0,0,0,0,0,1
3,8079,6041,9681,16239,7308,9794,57142,0,0,0,0,0,0,0,3012,2005,774,1896,1602,887,1249,636,70,795,452,98,0,0,0,0,0,1
4,8087,6178,9738,16350,7237,9829,57419,0,0,0,0,0,0,0,2998,2061,740,1981,1620,874,1188,592,66,771,455,90,0,0,0,0,0,1
5,8239,6331,9753,16213,7366,9678,57580,0,0,0,0,0,0,0,3125,2095,785,1909,1585,845,1223,632,87,764,494,93,0,0,0,0,0,1
6,8351,6172,9774,16368,7253,9928,57846,0,0,0,0,0,0,0,3079,2016,795,1894,1615,890,1203,580,78,756,456,91,0,0,0,0,0,1
7,8356,6330,9907,16438,7446,10015,58492,0,0,0,0,0,0,0,3148,2106,826,1964,1590,877,1291,623,80,749,479,99,0,0,0,0,0,1
8,8478,6284,9950,16616,7497,10041,58866,0,0,0,0,0,0,0,3206,2135,802,1917,1645,894,1291,638,70,758,467,74,0,0,0,0,0,1
9,8461,6441,9981,16794,7495,10008,59180,0,0,0,0,0,0,0,3071,2114,777,2044,1631,949,1208,629,55,777,506,99,0,0,0,0,0,1
10,8661,6360,10009,16902,7420,10099,59451,0,0,0,0,0,0,0,3200,2080,815,1991,1647,894,1322,585,71,799,506,72,0,0,0,0,0,1
1,6638,6297,9675,16316,7173,9986,56085,0,0,0,0,0,0,0,2403,2128,794,1997,1587,904,978,660,70,780,480,99,0,0,0,0,0,0
2,7508,6179,9677,16268,7464,9959,57055,0,0,0,0,0,0,0,2792,2048,736,1947,1641,843,1118,591,73,739,482,76,0,0,0,0,0,2.8
3,7901,6221,9709,16323,7407,9773,57334,0,0,0,0,0,0,0,2923,2082,823,1949,1605,871,1175,647,88,797,506,106,0,0,0,0,0,2.8
4,8139,6134,9886,16441,7250,9796,57646,0,0,0,0,0,0,0,3033,2008,825,1995,1620,868,1209,601,75,791,476,78,0,0,0,0,0,2.8
5,8221,6322,9788,16375,7266,9801,57773,0,0,0,0,0,0,0,3116,2110,824,1965,1604,934,1262,619,82,779,437,88,0,0,0,0,0,2.8
6,8330,6216,9839,16286,7269,9785,57725,0,0,0,0,0,0,0,3051,2106,814,1930,1588,892,1186,634,83,779,431,102,0,0,0,0,0,2.8
7,8383,6306,9852,16395,7300,9897,58133,0,0,0,0,0,0,0,3055,2072,774,1953,1635,858,1215,627,69,772,493,90,0,0,0,0,0,2.8
8,8568,6315,9760,16365,7318,9835,58161,0,0,0,0,0,0,0,3253,2152,795,1930,1612,879,1300,655,74,757,473,79,0,0,0,0,0,2.8
9,8525,6225,9834,16426,7303,9815,58128,0,0,0,0,0,0,0,3101,2106,746,1920,1599,848,1250,613,97,792,441,86,0,0,0,0,0,2.8
10,8479,6344,9855,16573,7355,9775,58381,0,0,0,0,0,0,0,3095,2081,776,1941,1619,876,1233,609,80,802,490,94,0,0,0,0,0,2.8
1,6689,6324,9761,16230,7203,9785,55992,0,1,0,0,0,0,1,2524,2100,747,1901,1599,870,1016,681,63,777,515,89,0,0,0,0,1,0
2,7513,6251,9661,16022,7235,9732,56414,4,0,0,0,0,0,4,2720,2076,789,1873,1575,853,1067,633,81,717,463,70,3,1,1,0,1,5
3,8010,6191,9709,16152,7261,9755,57078,2,0,0,0,0,0,2,2916,2049,718,1926,1535,889,1171,607,66,784,475,82,1,1,1,0,1,5.4
4,8179,6239,9881,16368,7229,9783,57679,1,0,0,0,0,0,1,2981,2077,783,1893,1571,882,1173,621,77,766,487,85,1,0,1,0,0,5.4
5,8342,6359,9758,16194,7217,9828,57698,0,0,0,0,0,0,0,3070,2119,817,1865,1564,848,1243,649,72,784,461,81,0,0,1,0,0,5.4
6,8490,6230,9823,16278,7301,9726,57848,0,0,0,0,0,0,0,3199,1999,772,1874,1594,882,1284,590,81,741,495,95,0,0,1,0,0,5.4
7,8513,6275,9782,16431,7230,9829,58060,0,0,0,0,0,0,0,3084,2079,772,1934,1588,847,1242,617,70,772,496,99,0,0,1,0,0,5.4
8,8580,6205,9743,16392,7305,9771,57996,0,0,0,0,0,0,0,3146,1995,802,1985,1618,880,1326,579,70,775,460,94,0,0,1,0,0,5.4
9,8606,6219,9722,16426,7367,9844,58184,0,0,0,0,0,0,0,3179,2053,790,1968,1647,899,1313,639,87,772,513,82,0,0,1,0,0,5.4
10,8583,6160,9789,16396,7346,10037,58311,0,0,0,0,0,0,0,3162,2023,831,1931,1616,889,1251,623,102,787,492,87,0,0,1,0,0,5.4
1,6663,6261,9742,16358,7147,9617,55788,0,0,0,1,0,0,1,2516,2041,783,1936,1564,811,987,610,75,786,464,75,0,0,0,0,0,0
2,7429,6164,9718,16179,7186,9679,56355,0,0,1,0,0,0,1,2738,2106,849,1837,1568,814,1100,603,96,693,470,58,0,0,0,0,0,0
3,7766,6162,9831,16170,7173,9566,56668,0,0,0,0,0,0,0,2902,1993,775,1989,1585,872,1177,605,75,795,458,97,0,0,0,0,0,0
4,8050,6304,9465,16175,7084,9817,56895,0,0,0,0,0,0,0,2923,2107,731,1857,1543,845,1144,635,67,746,450,76,0,0,0,0,0,0
5,8287,6039,9601,16101,7344,9790,57162,0,0,0,0,0,0,0,3089,1996,771,1929,1612,893,1200,618,74,773,498,88,0,0,0,0,0,0
6,8211,6130,9856,16270,7260,9681,57408,0,0,0,0,0,0,0,3072,2019,784,1900,1575,864,1235,581,82,694,497,105,0,0,0,0,0,0
7,8292,6315,9888,16416,7089,9817,57817,0,0,0,0,0,0,0,3083,2143,773,1986,1556,866,1222,623,80,798,499,95,0,0,0,0,0,0
8,8340,6312,9597,16352,7367,10053,58021,0,0,0,0,0,0,0,3069,2055,804,1915,1640,892,1268,624,80,776,476,86,0,0,0,0,0,0
9,8530,6126,9895,16366,7476,9796,58189,0,0,0,0,0,0,0,3154,2065,773,1939,1687,821,1293,655,59,805,465,71,0,0,0,0,0,0
10,8406,6324,9772,16488,7321,9855,58166,0,0,0,0,0,0,0,3135,2170,791,2029,1609,893,1230,673,67,802,486,92,0,0,0,0,0,0
1,6657,6245,9578,16337,7107,9673,55597,0,0,1,1,0,1,3,2445,2030,782,1911,1564,834,1000,599,80,747,471,73,0,0,0,0,1,0
2,7508,6055,9779,15984,7271,9683,56280,0,0,1,4,1,0,6,2710,1924,769,1892,1693,875,1089,562,83,740,518,83,0,0,0,0,3,14
3,7918,6213,9459,15896,7184,9649,56319,0,1,1,8,2,1,13,2937,2034,732,1876,1616,884,1194,634,70,781,476,89,0,0,0,0,9,14
4,8180,5998,9579,16039,7072,9716,56584,4,2,3,12,4,8,33,3018,2001,765,1868,1584,870,1231,573,81,781,474,95,5,4,1,0.001,11,14
5,8201,6028,9753,16072,7227,9600,56881,20,6,4,20,4,3,57,3096,1985,751,1883,1620,835,1221,617,73,739,464,89,15,6,1,0.002,24,14
6,8179,6240,9563,16133,7144,9704,56963,17,6,9,30,12,7,81,3065,2104,777,1925,1549,913,1249,695,84,771,455,100,16,5,1,0.001,30,21.6
7,8241,6094,9538,16084,7141,9620,56718,30,9,14,52,13,12,130,3036,2013,700,1878,1578,817,1221,601,71,745,428,76,22,16,1,0.005,50,21.6
8,8257,6132,9617,16173,7149,9585,56913,55,22,17,59,24,29,206,3037,2019,754,1930,1558,881,1232,596,78,778,448,81,34,15,1,0.005,83,37.6
9,8320,6215,9712,16133,7048,9743,57171,91,28,26,109,28,42,324,3065,2049,746,1895,1527,866,1306,672,69,751,458,83,68,24,1,0.007,137,38.9
10,8345,6320,9702,16061,7226,9729,57383,109,45,37,141,52,37,421,3142,2108,803,1924,1601,831,1259,596,76,771,529,77,97,30,1,0.009,167,38.9
1,6668,6256,9763,16307,7157,9782,55933,0,0,2,1,0,0,3,2440,2064,746,1965,1609,850,959,625,86,761,505,94,1,0,0,0,1,0
2,7496,6294,9707,16167,7300,9716,56680,0,0,0,0,0,0,0,2867,2102,792,1923,1539,901,1152,609,87,751,453,90,0,0,0,0,0,8.9
3,7823,6228,9691,16180,7170,9920,57012,0,0,0,0,0,0,0,2871,2087,759,1884,1577,902,1151,649,72,778,486,96,0,0,0,0,0,8.9
4,8152,6187,9670,16345,7357,9848,57559,0,0,0,0,0,0,0,3062,1992,727,1961,1605,901,1234,597,73,808,510,92,0,0,0,0,0,8.9
5,8287,6236,9833,16249,7254,9896,57755,0,0,0,0,0,0,0,3115,2078,770,1995,1613,858,1234,633,94,804,484,104,0,0,0,0,0,8.9
6,8336,6327,9560,16259,7347,9866,57695,0,0,0,0,0,0,0,3105,2018,725,1895,1598,881,1220,630,75,756,471,99,0,0,0,0,0,8.9
7,8507,6112,9949,16448,7320,9926,58262,0,0,0,0,0,0,0,3124,2008,801,1886,1577,906,1243,614,96,736,475,84,0,0,0,0,0,8.9
8,8425,6343,9939,16649,7353,9856,58565,0,0,0,0,0,0,0,3143,2083,741,1955,1590,885,1239,638,63,794,461,85,0,0,0,0,0,8.9
9,8537,6384,9939,16682,7373,9963,58878,0,0,0,0,0,0,0,3163,2078,768,1991,1620,825,1290,639,80,816,483,78,0,0,0,0,0,8.9
10,8652,6387,10061,16665,7514,10002,59281,0,0,0,0,0,0,0,3192,2167,831,1937,1602,920,1304,627,85,785,498,85,0,0,0,0,0,8.9
1,6685,6357,9775,16302,7152,9712,55983,0,0,0,0,0,0,0,2496,2081,775,1927,1573,840,984,613,86,743,460,88,0,0,0,0,0,0
2,7559,6240,9749,16456,7275,9925,57204,0,0,0,0,0,0,0,2860,2065,759,1922,1625,882,1114,632,83,733,476,95,0,0,0,0,0,2.2
3,7881,6306,9853,16358,7407,9815,57620,0,0,0,0,0,0,0,2941,2139,786,1947,1604,902,1196,633,64,773,493,101,0,0,0,0,0,2.2
4,8136,6249,9930,16438,7266,9754,57773,0,0,0,0,0,0,0,2968,2064,795,2012,1606,923,1158,634,70,819,490,90,0,0,0,0,0,2.2
5,8340,6319,9692,16413,7182,9770,57716,0,0,0,0,0,0,0,3099,2066,790,1942,1541,884,1254,626,85,808,476,86,0,0,0,0,0,2.2
6,8449,6235,9896,16409,7271,9812,58072,0,0,0,0,0,0,0,3083,1980,829,1995,1640,849,1236,597,88,789,474,103,0,0,0,0,0,2.2
7,8599,6254,9620,16366,7262,9787,57888,0,0,0,0,0,0,0,3166,2034,738,1876,1555,874,1298,571,72,735,484,89,0,0,0,0,0,2.2
8,8585,6161,9984,16457,7233,9781,58201,0,0,0,0,0,0,0,3080,2011,759,1900,1597,901,1246,643,63,752,458,78,0,0,0,0,0,2.2
9,8572,6503,9790,16242,7288,9725,58120,0,0,0,0,0,0,0,3227,2150,765,1914,1599,853,1304,643,86,752,455,80,0,0,0,0,0,2.2
10,8683,6258,9824,16300,7227,9699,57991,0,0,0,0,0,0,0,3163,2128,814,1900,1588,935,1207,621,100,781,438,95,0,0,0,0,0,2.2
1,6680,6378,9753,16271,7202,9711,55995,0,1,0,0,0,0,1,2472,2161,783,1814,1544,928,991,652,70,723,433,92,0,0,0,0,1,0
2,7444,6276,9838,16438,7153,9933,57082,5,0,0,1,1,0,7,2670,2036,803,2002,1590,947,1062,633,78,824,493,93,3,0,0,0,3,5.4
3,8041,6289,9704,16122,7362,9824,57342,14,0,0,2,1,0,17,2979,2017,738,1907,1634,903,1218,622,76,746,488,91,5,4,1,0.001,11,5.4
4,8332,6173,9743,16310,7287,9680,57525,10,0,0,3,2,0,15,3163,2065,754,1893,1619,856,1270,612,74,737,494,78,2,1,1,0,10,6.3
5,8264,6187,9669,16420,7203,9990,57733,3,0,1,3,2,1,10,3149,1984,746,1973,1588,857,1228,598,76,791,462,73,1,0,1,0,6,6.3
6,8344,6220,9813,16494,7440,9756,58067,6,2,4,11,0,1,24,3109,2029,832,1949,1642,911,1240,610,71,773,515,83,6,2,1,0.001,11,6.3
7,8416,6327,10027,16539,7247,10094,58650,10,2,5,18,3,4,42,3096,2066,834,1911,1562,938,1243,627,70,805,475,74,13,6,1,0.002,15,10.4
8,8481,6395,9883,16563,7457,10028,58807,10,3,7,27,8,10,65,3203,2115,788,1903,1622,905,1266,598,68,783,512,71,12,3,1,0.001,25,16.1
9,8553,6293,10080,16721,7469,9958,59074,14,8,6,33,9,12,82,3171,2075,792,1867,1629,857,1244,612,93,704,463,82,19,5,1,0.002,32,39.3
10,8519,6467,10062,16849,7373,10173,59443,37,7,12,48,11,15,130,3118,2098,809,1988,1653,923,1247,639,104,785,491,95,25,9,1,0.003,42,39.3
1,6648,6280,9561,16338,7144,9795,55766,0,1,0,0,0,0,1,2485,2070,717,1958,1520,881,981,621,67,816,443,92,1,1,1,0,0,0
2,7451,6070,9686,16188,7273,9873,56541,0,0,0,0,0,0,0,2781,2087,786,1963,1556,860,1128,643,86,798,499,93,0,0,1,0,0,1
3,7690,6088,9869,16116,7366,9679,56808,0,0,0,0,0,0,0,2785,2062,814,1756,1592,893,1160,610,93,677,472,97,0,0,1,0,0,1
4,8013,6344,9875,16352,7078,9726,57388,0,0,0,0,0,0,0,2966,2057,783,1914,1508,886,1249,586,86,731,440,82,0,0,1,0,0,1
5,8329,6318,9578,16198,7234,9808,57465,0,0,0,0,0,0,0,3105,2019,757,1860,1590,848,1216,584,81,723,508,73,0,0,1,0,0,1
6,8501,6156,9592,16219,7346,9688,57502,0,0,0,0,0,0,0,3192,1989,755,1937,1565,813,1240,603,85,800,466,74,0,0,1,0,0,1
7,8413,6136,9792,16339,7247,9835,57762,0,0,0,0,0,0,0,3143,2026,784,1861,1567,926,1219,586,84,765,467,96,0,0,1,0,0,1
8,8350,6319,9837,16538,7196,9867,58107,0,0,0,0,0,0,0,3137,2071,766,1979,1590,961,1295,617,87,739,481,91,0,0,1,0,0,1
9,8451,6328,9890,16474,7248,9731,58122,0,0,0,0,0,0,0,3138,2112,777,1957,1605,895,1298,653,77,744,474,102,0,0,1,0,0,1
10,8494,6257,9838,16475,7239,9773,58076,0,0,0,0,0,0,0,3180,2047,770,1934,1550,877,1243,599,71,745,496,87,0,0,1,0,0,1
1,6601,6332,9579,16285,7176,9820,55793,0,0,2,0,0,0,2,2402,2091,747,1878,1579,902,965,650,69,768,457,81,0,0,0,0,0,0
2,7581,6180,9766,16118,7229,9761,56635,0,0,0,0,0,0,0,2804,2049,754,1916,1528,867,1110,628,72,741,461,85,0,0,0,0,0,0
3,7980,6313,9692,16108,7282,9690,57065,0,0,0,0,0,0,0,2986,2018,745,1917,1594,868,1191,593,76,786,485,87,0,0,0,0,0,0
4,8306,6230,9696,16191,7191,9768,57382,0,0,0,0,0,0,0,3077,2112,740,1949,1620,926,1200,637,77,790,471,109,0,0,0,0,0,0
5,8341,6272,9676,16079,7143,9626,57137,0,0,0,0,0,0,0,3104,2095,744,1912,1593,843,1248,617,69,769,479,91,0,0,0,0,0,0
6,8393,6243,9686,16070,7149,9693,57234,0,0,0,0,0,0,0,3076,2097,797,1902,1587,851,1235,573,82,776,488,88,0,0,0,0,0,0
7,8416,6101,9644,16131,7211,9736,57239,0,0,0,0,0,0,0,3036,1961,740,1913,1600,860,1203,594,67,778,484,70,0,0,0,0,0,0
