Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6682,6327,9668,16237,7165,9870,55949,0,0,0,0,0,0,0,2507,3003,722,1979,1513,877,1036,927,78,823,450,89,0,0,0,0,0,0,0
2,6685,6264,9749,16043,7362,9563,55666,0,0,0,0,0,0,0,2513,2932,793,1842,1629,835,1032,891,68,746,484,80,0,0,0,0,0,4.5,0
3,6718,6206,9634,16088,7167,9662,55475,0,0,0,0,0,0,0,2489,2863,809,1925,1647,842,1027,851,89,772,481,71,0,0,0,0,0,4.5,0
4,6792,6033,9588,16051,7163,9621,55248,0,0,0,0,0,0,0,2531,2772,778,1913,1540,887,1023,821,79,757,455,98,0,0,0,0,0,4.5,0
5,6679,6188,9696,16112,7134,9797,55606,0,0,0,0,0,0,0,2465,2935,780,1915,1587,905,989,891,74,761,463,86,0,0,0,0,0,4.5,0
6,6687,6230,9803,16167,7258,9658,55803,0,0,0,0,0,0,0,2396,2963,733,1927,1612,875,990,880,84,784,492,95,0,0,0,0,0,4.5,0
7,6664,6244,9686,16183,7130,9744,55651,0,0,0,0,0,0,0,2430,2932,758,1952,1567,846,957,859,75,792,453,86,0,0,0,0,0,4.5,0
8,6704,6257,9643,16192,7246,9670,55712,0,0,0,0,0,0,0,2491,2943,780,1907,1650,840,974,873,92,764,493,77,0,0,0,0,0,4.5,0
9,6741,6137,9693,16235,7259,9670,55735,0,0,0,0,0,0,0,2485,2864,844,1950,1611,889,1027,901,91,775,488,91,0,0,0,0,0,4.5,0
10,6784,6213,9641,16294,7174,9829,55935,0,0,0,0,0,0,0,2498,2850,763,1897,1598,898,993,849,66,756,458,85,0,0,0,0,0,4.5,0
1,6688,6373,9686,16266,7137,9581,55731,0,1,0,0,0,0,1,2495,2967,763,1980,1539,875,1050,901,63,803,487,80,0,0,0,0,1,0,0
2,6779,6201,9645,15969,7163,9691,55448,3,0,0,0,1,0,4,2486,2851,748,1882,1576,866,1018,853,73,724,486,84,1,1,1,0,3,4.1,5
3,6802,6213,9655,15863,7279,9505,55317,9,0,0,1,0,1,11,2491,2910,770,1862,1567,815,946,880,83,746,478,69,6,2,1,0.001,5,5.1,13
4,6775,6141,9564,16072,7131,9732,55415,6,1,0,1,1,0,9,2533,2864,736,1890,1550,880,1013,883,71,757,460,93,2,0,1,0,6,10.8,18
5,6739,6131,9675,16101,7200,9605,55451,5,0,0,3,0,2,10,2566,2901,786,1846,1563,913,1051,877,77,716,475,98,2,1,1,0,6,11.4,30
6,6583,6088,9818,16300,7100,9734,55623,4,1,0,5,2,0,12,2450,2828,755,1878,1548,901,999,852,77,750,472,90,2,1,1,0,9,11.4,42
7,6577,6318,9542,16234,7209,9751,55631,11,2,2,12,1,4,32,2419,2979,770,1877,1606,837,970,934,63,731,463,77,5,1,1,0,15,11.4,72
8,6701,6059,9759,16245,7248,9665,55677,11,5,4,16,3,6,45,2544,2886,806,1946,1549,834,1044,867,83,758,487,86,9,4,1,0.001,20,20,110
9,6494,6227,9758,16323,7159,9882,55843,22,8,5,28,6,3,72,2419,2929,825,1960,1550,885,1001,877,92,770,473,102,12,4,1,0.001,34,20,179
10,6563,6185,9913,16330,7350,9832,56173,42,3,15,49,13,17,139,2459,2908,783,1958,1603,917,975,841,71,765,472,78,24,9,1,0.003,51,20.1,311
1,6637,6290,9529,16328,7134,9830,55748,0,1,0,0,0,0,1,2495,2935,789,1910,1573,899,1062,893,78,768,457,97,0,0,0,0,1,0,0
2,6670,6117,9813,16154,7311,9588,55653,2,0,0,0,0,1,3,2418,2888,800,1925,1621,836,961,857,84,713,471,80,1,0,0,0,2,3.6,4
3,6645,6226,9761,16077,7171,9534,55414,4,0,0,2,0,0,6,2446,2911,780,1933,1621,875,966,866,77,782,499,94,2,1,1,0,3,4.2,9
4,6680,6252,9571,16097,7114,9592,55306,2,0,0,3,0,1,6,2445,2899,757,1887,1537,862,984,874,60,765,480,83,0,0,1,0,4,5.7,12
5,6779,6136,9680,16017,7144,9612,55368,6,0,2,5,1,1,15,2495,2901,759,1866,1539,859,996,906,80,758,486,81,3,1,1,0,8,8.1,30
6,6720,6244,9587,16045,7146,9465,55207,11,6,2,8,1,4,32,2593,2966,760,1905,1558,854,1075,882,78,699,487,92,6,2,1,0.001,14,20.6,58
7,6623,6097,9663,16096,6932,9536,54947,17,3,2,11,3,3,39,2493,2886,722,1872,1551,864,1005,832,78,778,453,87,5,2,1,0.001,18,20.6,88
8,6517,6205,9572,15993,7081,9410,54778,22,6,5,22,8,3,66,2421,2868,766,1954,1540,855,973,865,70,775,499,82,20,5,1,0.002,31,20.6,147
9,6641,6068,9796,16080,6985,9534,55104,30,7,7,36,11,12,103,2482,2850,791,1969,1555,820,1016,856,80,831,465,89,23,9,1,0.003,47,25.1,240
10,6555,6233,9555,15917,7101,9682,55043,51,13,12,62,17,23,178,2382,2910,746,1926,1615,839,939,869,80,778,480,96,38,18,1,0.006,66,26.1,391
1,6702,6297,9467,16259,7130,9805,55660,0,0,1,1,0,1,3,2464,2991,740,1908,1565,900,976,889,77,740,472,86,0,0,0,0,1,0,2
2,6747,6083,9731,16034,7340,9784,55719,2,1,1,2,1,1,8,2483,2843,853,1934,1618,870,1016,834,75,757,480,76,2,1,1,0,3,2,10
3,6697,6157,9699,16100,7343,9697,55693,1,0,1,1,0,0,3,2491,2931,757,1944,1607,920,1026,879,73,794,473,109,1,0,1,0,2,9.4,14
4,6623,6178,9772,16318,7107,9720,55718,4,0,0,1,0,1,6,2442,2889,799,1884,1538,886,1011,859,74,760,436,87,1,1,1,0,2,9.4,22
5,6651,6297,9715,16362,7202,9766,55993,11,1,0,5,2,0,19,2471,2980,759,1949,1543,876,1036,890,79,824,447,92,7,3,1,0.001,6,9.4,40
6,6671,6194,9752,16396,7285,9766,56064,8,0,2,8,0,2,20,2488,2856,723,2000,1569,896,968,858,70,811,489,79,6,3,1,0.001,6,14.1,58
7,6714,6251,9908,16471,7163,9828,56335,11,1,1,10,3,5,31,2482,2910,757,1972,1540,843,1000,867,75,807,488,70,7,2,1,0.001,13,17.9,88
8,6725,6362,9759,16375,7314,9863,56398,17,1,6,16,2,4,46,2524,3000,759,1862,1585,838,1012,909,67,748,479,79,9,2,1,0.001,18,17.9,128
9,6726,6217,9832,16263,7385,9789,56212,25,5,5,23,7,9,74,2401,2949,755,1944,1573,920,1009,930,73,782,475,85,20,6,1,0.002,26,17.9,206
10,6757,6328,9886,16393,7259,9786,56409,23,11,8,34,14,13,103,2483,2963,780,1862,1557,922,999,894,80,761,484,87,24,8,1,0.002,37,19.9,293
1,6672,6205,9683,16270,7212,9825,55867,0,1,0,0,0,0,1,2472,2887,749,1990,1560,905,991,850,66,780,474,93,0,0,0,0,1,0,0
2,6704,6237,9804,16096,7242,9796,55879,3,0,0,1,0,0,4,2460,2957,817,1956,1587,873,966,848,81,756,521,88,1,1,1,0,3,2.2,5
3,6735,6251,9529,15984,7270,9734,55503,5,0,0,2,1,3,11,2472,2938,732,1885,1678,824,1003,864,74,786,496,86,2,0,1,0,5,2.2,15
4,6736,6126,9599,16091,7286,9744,55582,4,3,2,5,2,1,17,2524,2834,752,1860,1632,899,971,801,82,748,478,96,4,2,1,0.001,7,7.2,32
5,6704,6094,9571,15978,7209,9627,55183,4,1,0,6,4,2,17,2507,2848,738,1874,1575,868,1031,855,83,745,485,83,1,0,1,0,7,78.1,49
