Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6692,6227,9885,16405,7135,9724,56068,0,0,0,0,0,1,1,2483,2919,816,2023,1620,926,996,887,89,762,467,91,0,0,0,0,1,0,1
2,6651,6273,9691,16046,7256,9637,55554,0,0,0,0,0,0,0,2415,2931,775,1890,1609,870,972,894,65,785,479,89,0,0,0,0,0,2,1
3,6743,6178,9708,16173,7167,9705,55674,0,0,0,0,0,0,0,2448,2910,769,1903,1556,848,927,872,71,729,471,90,0,0,0,0,0,2,1
4,6762,6215,9609,16223,7206,9866,55881,0,0,0,0,0,0,0,2477,2886,742,1880,1592,911,988,826,78,739,473,92,0,0,0,0,0,2,1
5,6790,6167,9853,16333,7290,9560,55993,0,0,0,0,0,0,0,2535,2917,828,1933,1547,824,1020,881,98,756,479,76,0,0,0,0,0,2,1
6,6694,6329,9899,16321,7186,9791,56220,0,0,0,0,0,0,0,2407,2979,789,1932,1610,880,944,895,75,770,508,90,0,0,0,0,0,2,1
7,6805,6307,9705,16329,7245,9840,56231,0,0,0,0,0,0,0,2564,2994,742,1985,1583,875,1034,907,55,793,488,82,0,0,0,0,0,2,1
8,6774,6242,9636,16338,7286,9866,56142,0,0,0,0,0,0,0,2568,2904,761,1933,1540,911,1012,860,81,744,452,91,0,0,0,0,0,2,1
9,6682,6231,9815,16499,7259,9971,56457,0,0,0,0,0,0,0,2424,2913,821,1939,1606,850,941,883,81,763,471,89,0,0,0,0,0,2,1
10,6743,6228,9729,16506,7450,9932,56588,0,0,0,0,0,0,0,2524,2891,737,1987,1692,916,974,855,75,816,509,85,0,0,0,0,0,2,1
1,6649,6354,9663,16220,7175,9747,55808,0,1,0,0,0,0,1,2434,2984,798,1948,1563,857,997,886,86,775,477,93,0,0,0,0,1,0,0
2,6764,6182,9617,16250,7258,9786,55857,4,0,0,1,0,1,6,2508,2862,744,1975,1536,868,1024,829,71,785,455,84,1,1,1,0,4,1,6
