Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6651,6278,9604,16198,7165,9856,55752,0,1,0,0,0,0,1,2427,2921,775,1813,1592,818,963,872,84,715,478,73,0,0,0,0,1,0,0
2,6744,6064,9652,16085,7389,9877,55811,1,0,0,0,0,0,1,2542,2882,775,1906,1630,901,1048,878,89,739,481,96,0,0,0,0,0,2.2,1
3,6572,6168,9804,16173,7360,9728,55805,7,0,0,0,0,0,7,2412,2880,779,1931,1593,871,904,875,83,765,469,87,4,1,1,0,1,2.2,7
4,6688,6384,9665,16292,7291,9932,56252,6,0,0,1,0,0,7,2478,3072,764,1835,1637,968,963,961,84,743,506,88,1,1,1,0,3,2.2,12
5,6731,6160,9902,16484,7377,9825,56479,8,0,1,3,0,4,16,2493,2924,805,1941,1622,927,1043,872,88,784,491,84,3,2,1,0.001,6,2.2,25
6,6692,6325,9880,16662,7301,9912,56772,7,2,0,11,4,1,25,2522,2975,829,1936,1537,941,1028,856,95,731,460,89,5,0,1,0,12,11.4,44
7,6689,6282,9867,16858,7286,10061,57043,9,4,3,14,4,9,43,2493,2975,756,1949,1597,865,968,906,64,743,484,88,11,5,1,0.002,17,11.4,88
8,6744,6179,9936,16788,7501,9957,57105,10,3,3,13,6,4,39,2524,2875,800,1974,1585,918,1010,907,90,807,437,110,9,1,1,0,19,23.3,130
9,6702,6377,10203,16907,7389,10260,57838,8,1,1,15,9,9,43,2542,2967,804,1959,1622,890,990,854,89,823,518,93,7,4,1,0.001,22,30.4,169
10,6767,6432,10141,16739,7725,10102,57906,7,2,10,30,10,7,66,2461,3004,817,1918,1671,887,958,943,84,796,496,75,7,2,1,0.001,26,32,228
1,6608,6234,9664,16281,7142,9868,55797,0,1,0,0,0,0,1,2403,2942,759,1926,1584,908,979,869,83,780,450,104,1,0,0,0,0,0,0
