Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans
1,6663,6223,9704,16280,7130,9705,55705,0,1,1,1,0,1,4,2512,2901,757,1875,1578,892,986,838,86,746,462,101,0,0,0,0,1,0,3
2,6668,6272,9610,16132,7134,9734,55550,2,0,2,4,1,1,10,2474,2967,806,1913,1605,893,949,870,72,783,506,87,1,0,0,0,5,11.3,11
3,6720,6229,9629,16030,7258,9556,55422,1,0,0,4,0,0,5,2476,2927,735,1926,1542,897,951,910,60,793,430,89,1,1,1,0,3,13.5,16
4,6744,6205,9587,16171,7093,9814,55614,0,2,0,4,0,0,6,2471,2885,788,1897,1471,841,985,847,77,748,410,81,1,0,1,0,4,13.5,22
5,6781,6070,9660,16351,7339,9838,56039,0,1,3,6,2,3,15,2556,2848,753,1975,1615,887,995,847,78,792,457,81,4,2,1,0.001,5,13.5,42
6,6644,6234,9851,16355,7293,9760,56137,0,4,5,6,2,2,19,2497,2924,801,1896,1530,915,971,920,79,738,486,83,1,0,1,0,8,23.3,55
7,6648,6204,9913,16542,7207,9837,56351,4,3,2,5,2,4,20,2416,2907,762,1954,1613,871,991,857,71,750,471,99,3,2,1,0.001,9,23.3,77
8,6768,6336,9794,16389,7372,9832,56491,13,2,5,11,2,0,33,2469,2982,756,1936,1659,851,980,886,81,790,500,80,6,2,1,0.001,15,23.3,109
9,6858,6211,9900,16368,7318,9888,56543,13,7,3,16,1,5,45,2488,2941,810,1915,1586,851,962,916,83,767,478,102,8,3,1,0.001,26,23.4,150
10,6803,6265,9898,16427,7330,9808,56531,23,8,7,24,10,8,80,2473,2913,777,1967,1652,917,946,859,91,750,516,107,14,6,1,0.002,38,40.8,215
1,6681,6275,9699,16265,7211,9809,55940,0,0,2,0,0,0,2,2396,2981,717,1955,1576,912,955,858,71,768,476,90,0,0,0,0,1,0,1
2,6748,6324,9713,16131,7237,9747,55900,0,0,0,1,0,0,1,2592,2915,783,1830,1548,889,998,885,73,773,474,84,0,0,0,0,1,1,2
3,6768,6215,9448,16133,7255,9887,55706,0,1,1,1,1,2,6,2550,2972,752,1866,1604,937,1007,941,74,748,482,88,0,0,0,0,2,1,8
4,6671,6066,9810,16249,7274,9734,55804,5,2,0,4,0,1,12,2414,2813,797,1938,1592,880,993,841,82,781,470,86,2,0,0,0,5,32.2,21
5,6689,6292,9739,16371,7252,9634,55977,11,3,3,9,3,2,31,2504,2975,820,1927,1574,842,983,893,94,801,458,82,6,0,0,0,14,32.2,46
6,6722,6189,9788,16395,7200,9735,56029,19,4,9,20,4,2,58,2569,2934,807,1885,1558,878,1012,900,80,746,469,91,17,4,1,0.001,17,32.2,100
7,6622,6278,9867,16401,7239,9834,56241,17,11,8,22,3,10,71,2461,2917,781,1975,1568,879,1037,895,81,779,460,94,8,1,1,0,27,32.2,161
8,6758,6312,9847,16377,7258,9871,56423,38,8,14,32,12,13,117,2522,2967,828,1966,1653,851,983,893,93,794,499,86,30,13,1,0.004,40,32.2,269
9,6754,6220,9652,16303,7306,9816,56051,56,11,12,44,19,24,166,2534,2909,794,1868,1617,874,1037,875,74,755,485,81,40,15,1,0.005,58,53.1,425
10,6700,6118,9655,16211,7222,9852,55758,62,18,16,67,19,25,207,2465,2956,726,1938,1562,911,971,880,73,742,482,98,49,20,1,0.006,67,53.1,628
1,6649,6346,9668,16272,7176,9803,55914,0,0,1,1,0,0,2,2491,3012,777,1919,1578,875,1003,911,72,732,507,101,1,1,1,0,1,0,2
2,6632,6157,9557,16084,7343,9809,55582,0,0,0,0,0,0,0,2495,2902,761,1888,1592,907,1008,885,82,739,472,98,0,0,1,0,0,2.2,2
3,6577,6127,9692,16161,7218,9653,55428,0,0,0,0,0,0,0,2440,2840,728,1920,1543,891,974,845,77,763,487,88,0,0,1,0,0,2.2,2
4,6619,6240,9744,16294,7260,9750,55907,0,0,0,0,0,0,0,2457,2951,785,1942,1606,875,971,884,94,794,453,83,0,0,1,0,0,2.2,2
5,6605,6208,9706,16148,7166,9666,55499,0,0,0,0,0,0,0,2436,2930,766,1915,1595,870,1022,916,82,765,465,80,0,0,1,0,0,2.2,2
6,6636,6211,9770,16165,7216,9812,55810,0,0,0,0,0,0,0,2390,2991,822,1904,1629,908,981,919,97,760,480,101,0,0,1,0,0,2.2,2
7,6621,6171,9648,16189,7284,9571,55484,0,0,0,0,0,0,0,2445,2833,792,1925,1606,897,958,823,75,745,461,83,0,0,1,0,0,2.2,2
8,6708,6211,9631,16091,7103,9794,55538,0,0,0,0,0,0,0,2467,2871,768,1930,1576,937,954,843,85,775,469,96,0,0,1,0,0,2.2,2
9,6781,6133,9694,16089,7167,9499,55363,0,0,0,0,0,0,0,2542,2828,791,1857,1625,888,994,850,62,768,476,81,0,0,1,0,0,2.2,2
10,6753,6164,9798,16250,7081,9663,55709,0,0,0,0,0,0,0,2544,2897,805,1990,1584,893,986,829,80,753,503,80,0,0,1,0,0,2.2,2
1,6618,6215,9788,16231,7096,9764,55712,0,1,0,0,0,0,1,2529,2977,803,1946,1518,911,984,908,92,809,463,84,1,1,1,0,0,0,0
2,6551,6244,9616,16148,7193,9654,55406,0,0,0,0,0,0,0,2451,2896,757,1818,1570,857,963,865,65,746,476,92,0,0,1,0,0,2,0
3,6604,6172,9777,16140,7197,9644,55534,0,0,0,0,0,0,0,2414,2913,777,1925,1624,883,935,864,88,761,488,92,0,0,1,0,0,2,0
4,6627,6311,9697,16086,7120,9729,55570,0,0,0,0,0,0,0,2446,2932,784,1895,1523,873,996,838,63,760,447,90,0,0,1,0,0,2,0
5,6732,6223,9560,16186,7275,9710,55686,0,0,0,0,0,0,0,2528,2941,775,1859,1633,850,1011,930,88,717,499,94,0,0,1,0,0,2,0
6,6733,6113,9585,16274,7286,9762,55753,0,0,0,0,0,0,0,2472,2901,747,1946,1657,911,977,874,78,748,482,92,0,0,1,0,0,2,0
7,6682,6118,9734,16335,7214,9848,55931,0,0,0,0,0,0,0,2476,2898,773,1950,1606,920,991,884,72,787,480,87,0,0,1,0,0,2,0
8,6661,6212,9735,16246,7205,9804,55863,0,0,0,0,0,0,0,2455,2990,733,1965,1617,891,1012,870,67,785,505,88,0,0,1,0,0,2,0
9,6578,6184,9651,16045,7249,9703,55410,0,0,0,0,0,0,0,2516,2891,755,1854,1618,875,1042,833,60,750,473,82,0,0,1,0,0,2,0
10,6544,6134,9559,16264,7227,9817,55545,0,0,0,0,0,0,0,2416,2808,733,1920,1607,889,980,841,88,768,497,81,0,0,1,0,0,2,0
1,6669,6351,9757,16198,7201,9738,55914,0,0,0,1,0,0,1,2468,2976,784,1907,1609,853,960,894,85,767,517,79,0,0,0,0,0,0,1
2,6757,6175,9664,16144,7290,9723,55753,0,0,1,3,0,1,5,2523,2976,781,1857,1604,827,993,894,74,715,481,92,1,1,1,0,0,0,6
3,6650,6154,9664,16098,7217,9851,55634,2,1,2,5,2,3,15,2489,2851,719,1877,1548,867,1010,827,71,747,478,86,3,0,1,0,4,25.6,20
4,6676,6147,9653,16220,7284,9770,55750,1,0,5,10,2,1,19,2440,2914,824,1862,1593,841,1011,855,73,742,465,87,4,0,1,0,8,25.6,37
5,6640,6164,9970,16347,7254,9653,56028,2,1,0,9,2,3,17,2463,2902,769,1942,1600,902,955,867,77,763,478,75,2,0,1,0,10,25.6,52
6,6636,6361,9787,16477,7161,9734,56156,5,4,4,16,1,5,35,2453,3017,815,1939,1552,914,951,856,74,810,492,90,7,3,1,0.001,14,29.2,89
7,6662,6187,9802,16475,7229,10004,56359,20,5,12,20,11,5,73,2476,2864,818,1919,1571,878,1005,872,91,787,474,92,22,8,1,0.002,24,30.5,156
8,6614,6208,9810,16508,7464,9807,56411,20,10,13,29,10,14,96,2500,2950,837,1912,1647,904,985,888,77,792,469,106,22,5,1,0.002,34,30.5,250
9,6525,6266,10029,16679,7277,9994,56770,24,5,15,42,15,12,113,2473,2928,786,1985,1602,904,955,885,83,800,464,82,21,6,1,0.002,46,45.9,361
10,6588,6383,9985,16609,7448,9876,56889,32,10,28,65,23,19,177,2410,3056,792,1934,1617,889,985,974,74,779,453,112,27,11,1,0.003,68,45.9,535
1,6611,6251,9825,16226,7145,9754,55812,0,0,0,0,0,0,0,2452,2905,803,1860,1634,889,952,912,82,730,513,92,0,0,0,0,0,0,0
2,6718,6272,9628,16015,7198,9670,55501,0,0,0,0,0,0,0,2443,2900,769,1894,1591,831,925,839,72,777,482,83,0,0,0,0,0,1,0
3,6833,6201,9400,15844,7241,9770,55289,0,0,0,0,0,0,0,2560,2920,740,1817,1543,871,1041,876,88,735,472,81,0,0,0,0,0,1,0
