Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
10,5639,6251,9827,16455,7236,9902,55310,0,0,0,0,0,0,0,2100,3390,786,1940,1591,916,839,1060,95,803,490,87,0,0,0,0,0,3.6
1,6643,6221,9774,16204,7173,9790,55805,0,1,0,0,0,0,1,2495,3380,813,1929,1557,907,1016,1060,83,762,471,84,0,0,0,0,1,0
2,6243,6298,9616,16096,7249,9755,55257,3,0,0,0,0,0,3,2372,3446,759,1857,1577,860,945,1046,95,734,476,82,2,1,1,0,1,4.2
3,5986,6258,9847,16372,7226,9670,55359,1,0,0,0,0,0,1,2235,3408,759,1965,1627,867,909,1031,83,815,502,100,0,0,1,0,1,5.4
4,5863,6321,9619,16283,7131,9785,55002,0,0,0,0,0,0,0,2118,3450,763,1901,1565,871,850,989,92,729,464,108,0,0,1,0,0,5.4
5,5883,6144,9643,16342,7243,9874,55129,0,0,0,0,0,0,0,2203,3413,778,1895,1671,867,851,1011,77,745,503,77,0,0,1,0,0,5.4
6,5724,6177,9841,16441,7408,9838,55429,0,0,0,0,0,0,0,2079,3454,761,1913,1715,866,841,1056,83,775,537,100,0,0,1,0,0,5.4
7,5684,6281,9909,16581,7287,9864,55606,0,0,0,0,0,0,0,2101,3419,800,1862,1554,846,816,1048,75,764,462,71,0,0,1,0,0,5.4
8,5796,6295,9939,16627,7358,9980,55995,0,0,0,0,0,0,0,2121,3392,816,1964,1676,921,818,1040,90,816,484,108,0,0,1,0,0,5.4
9,5840,6367,10051,16690,7421,9997,56366,0,0,0,0,0,0,0,2118,3451,820,1935,1674,857,854,995,84,759,492,98,0,0,1,0,0,5.4
10,5896,6386,10076,16782,7492,9813,56445,0,0,0,0,0,0,0,2147,3540,812,1925,1612,878,873,1006,84,790,458,104,0,0,1,0,0,5.4
1,6654,6203,9744,16271,7148,9643,55663,0,0,1,1,0,0,2,2373,3434,804,1920,1614,864,934,1016,83,746,510,90,0,0,0,0,1,0
2,6265,6191,9681,16027,7126,9664,54954,0,0,1,1,2,0,4,2263,3418,804,1882,1548,862,908,1029,95,768,467,92,0,0,0,0,3,2.2
3,5985,6131,9645,15905,7155,9685,54506,0,0,0,3,0,3,6,2147,3387,795,1782,1589,908,874,1022,78,677,463,90,0,0,0,0,2,3.2
4,5868,6178,9516,16061,7113,9509,54245,0,0,0,1,0,0,1,2178,3410,742,1844,1619,835,869,1015,88,749,473,76,0,0,0,0,1,3.2
5,5786,6221,9731,15983,7031,9705,54457,0,0,0,0,0,0,0,2122,3426,842,1853,1525,847,865,1029,87,744,461,87,0,0,0,0,0,8.2
6,5749,6186,9621,15969,7247,9554,54326,0,0,0,0,0,0,0,2116,3420,795,1834,1615,882,878,1020,78,732,485,101,0,0,0,0,0,8.2
7,5683,6108,9785,16130,7075,9571,54352,0,0,0,0,0,0,0,2141,3355,829,1815,1546,823,912,995,75,737,469,99,0,0,0,0,0,8.2
8,5624,6134,9714,16153,7118,9649,54392,0,0,0,0,0,0,0,2116,3366,768,1921,1541,800,828,1031,83,779,452,73,0,0,0,0,0,8.2
9,5596,6236,9685,16115,7272,9628,54532,0,0,0,0,0,0,0,2057,3431,791,1833,1642,903,801,1059,77,744,483,76,0,0,0,0,0,8.2
10,5674,6088,9651,16207,7133,9781,54534,0,0,0,0,0,0,0,2097,3355,792,1889,1562,870,879,989,67,753,455,94,0,0,0,0,0,8.2
1,6638,6226,9850,16163,7111,9568,55556,0,1,2,1,0,0,4,2461,3384,772,1904,1573,852,948,1040,79,794,466,81,1,0,0,0,1,0
2,6302,6278,9683,16066,7131,9611,55071,0,1,1,1,0,0,3,2376,3504,755,1838,1575,852,930,1072,65,755,483,87,0,0,0,0,1,5
3,5963,6223,9571,16027,7136,9627,54547,0,0,0,0,0,0,0,2208,3423,770,1929,1532,843,881,1031,63,772,487,83,0,0,0,0,0,5
4,5847,6044,9714,16064,7129,9568,54366,0,0,0,0,0,0,0,2169,3331,797,1922,1591,879,866,1018,87,742,495,93,0,0,0,0,0,5
5,5723,6221,9521,15846,7093,9498,53902,0,0,0,0,0,0,0,2098,3392,788,1864,1531,873,879,1004,85,732,448,80,0,0,0,0,0,5
6,5782,6102,9429,15953,7044,9604,53914,0,0,0,0,0,0,0,2155,3371,750,1913,1625,875,833,1013,74,760,458,72,0,0,0,0,0,5
7,5655,6019,9574,15861,7165,9714,53988,0,0,0,0,0,0,0,2117,3323,787,1844,1569,841,880,989,75,752,505,77,0,0,0,0,0,5
8,5552,6115,9648,16172,7218,9538,54243,0,0,0,0,0,0,0,2117,3362,764,1880,1603,833,812,1030,78,783,467,94,0,0,0,0,0,5
9,5472,6166,9792,16339,7076,9757,54602,0,0,0,0,0,0,0,2019,3387,772,1948,1510,854,801,1025,69,775,421,78,0,0,0,0,0,5
10,5547,6272,9729,16302,7251,9800,54901,0,0,0,0,0,0,0,2067,3486,785,1942,1611,841,854,1057,81,766,496,77,0,0,0,0,0,5
1,6682,6335,9681,16202,7175,9723,55798,0,1,0,0,1,0,2,2464,3507,741,1912,1598,882,1029,1071,75,759,503,82,2,0,0,0,0,0
2,6269,6234,9536,16013,7184,9675,54911,0,0,0,0,0,0,0,2283,3428,788,1909,1559,891,903,1039,62,767,445,88,0,0,0,0,0,3.2
3,6060,6081,9565,15971,7154,9519,54350,0,0,0,0,0,0,0,2164,3316,731,1865,1606,849,886,1019,71,754,470,82,0,0,0,0,0,3.2
4,5960,6140,9663,16066,7130,9673,54632,0,0,0,0,0,0,0,2177,3415,793,1799,1539,928,850,1048,81,712,464,91,0,0,0,0,0,3.2
5,5822,6071,9575,16233,7190,9803,54694,0,0,0,0,0,0,0,2149,3356,764,1866,1586,872,873,973,78,743,476,71,0,0,0,0,0,3.2
6,5652,6148,9748,16256,7262,9791,54857,0,0,0,0,0,0,0,2124,3388,764,1893,1633,914,841,980,75,734,509,93,0,0,0,0,0,3.2
7,5605,6201,9709,16275,7265,9673,54728,0,0,0,0,0,0,0,2102,3429,803,1961,1623,870,827,1031,68,795,510,83,0,0,0,0,0,3.2
8,5587,6230,9657,16282,7225,9872,54853,0,0,0,0,0,0,0,2036,3461,793,1947,1542,862,783,1057,89,812,477,107,0,0,0,0,0,3.2
9,5657,6123,9732,16354,7317,9816,54999,0,0,0,0,0,0,0,2110,3348,801,1845,1613,861,873,1002,61,729,471,86,0,0,0,0,0,3.2
10,5616,6193,9827,16524,7295,9960,55415,0,0,0,0,0,0,0,2104,3414,785,1911,1636,861,832,1029,79,768,482,79,0,0,0,0,0,3.2
1,6594,6229,9741,16270,7177,9799,55810,0,0,1,0,0,0,1,2426,3395,758,1875,1564,892,971,1026,86,767,450,91,0,0,0,0,0,0
2,6271,6205,9603,16170,7322,9774,55345,0,0,0,0,0,0,0,2378,3337,750,1888,1649,861,935,984,62,802,466,79,0,0,0,0,0,0
3,5999,6100,9748,16138,7275,9601,54861,0,0,0,0,0,0,0,2199,3362,779,1935,1529,899,872,1022,73,753,448,91,0,0,0,0,0,0
4,5856,6303,9793,16187,7097,9548,54784,0,0,0,0,0,0,0,2179,3433,825,1869,1490,886,838,987,83,740,431,101,0,0,0,0,0,0
5,5856,6276,9680,16095,7078,9691,54676,0,0,0,0,0,0,0,2158,3414,797,1914,1560,881,808,1103,64,765,453,103,0,0,0,0,0,0
6,5875,6105,9585,16103,7233,9642,54543,0,0,0,0,0,0,0,2150,3381,817,1890,1626,872,875,944,94,753,488,92,0,0,0,0,0,0
7,5755,6096,9642,16198,7133,9407,54231,0,0,0,0,0,0,0,2139,3354,793,1937,1549,825,860,968,73,797,480,84,0,0,0,0,0,0
8,5676,6184,9619,16228,7001,9746,54454,0,0,0,0,0,0,0,2117,3345,777,1900,1560,885,839,1057,74,719,489,79,0,0,0,0,0,0
9,5682,6174,9671,16046,7246,9436,54255,0,0,0,0,0,0,0,2020,3459,753,1855,1580,815,808,1044,59,756,483,66,0,0,0,0,0,0
10,5656,6219,9509,16242,6974,9716,54316,0,0,0,0,0,0,0,2062,3457,759,1952,1582,874,845,1019,92,784,494,110,0,0,0,0,0,0
1,6689,6317,9653,16297,7190,9900,56046,0,1,0,1,0,0,2,2395,3502,795,1914,1596,842,951,1067,79,774,465,79,1,0,0,0,1,0
2,6383,6139,9807,16338,7437,9743,55847,2,1,0,0,1,2,6,2333,3313,821,1883,1596,860,908,986,83,741,499,87,1,1,1,0,3,3.2
3,6114,6224,9858,16411,7293,10038,55938,4,0,0,2,1,1,8,2234,3399,782,1914,1598,943,954,1015,66,819,480,99,5,0,1,0,2,3.2
4,6019,6292,9747,16393,7465,10106,56022,0,0,0,0,0,0,0,2217,3435,758,2024,1671,894,890,1040,84,821,521,76,0,0,1,0,0,3.6
5,5930,6312,9784,16272,7497,9766,55561,0,0,0,0,0,0,0,2200,3472,767,1853,1679,925,897,1061,77,767,516,92,0,0,1,0,0,3.6
6,5853,6218,9892,16509,7223,10080,55775,0,0,0,0,0,0,0,2183,3421,792,2015,1602,946,866,1000,86,794,475,97,0,0,1,0,0,3.6
7,5764,6348,9905,16489,7460,9925,55891,0,0,0,0,0,0,0,2128,3546,790,1984,1588,860,870,1100,66,785,455,70,0,0,1,0,0,3.6
8,5706,6329,9849,16655,7331,9861,55731,0,0,0,0,0,0,0,2150,3496,773,1931,1654,854,855,1096,75,750,463,96,0,0,1,0,0,3.6
9,5678,6294,9974,16667,7357,9972,55942,0,0,0,0,0,0,0,2182,3466,776,2079,1633,912,849,1044,80,836,478,101,0,0,1,0,0,3.6
10,5653,6408,9911,16503,7383,9828,55686,0,0,0,0,0,0,0,2120,3510,763,1938,1632,898,893,1059,72,771,477,90,0,0,1,0,0,3.6
1,6632,6259,9798,16240,7216,9742,55887,1,1,1,2,0,1,6,2460,3434,797,1964,1607,875,973,1029,75,806,424,103,2,0,0,0,3,0
2,6237,6223,9808,16211,7201,9541,55221,2,1,1,8,1,0,13,2278,3375,783,1872,1595,827,915,980,71,738,471,92,3,1,1,0,7,5.8
3,6063,6309,9711,16105,7083,9668,54939,2,3,3,12,10,8,38,2249,3504,780,1837,1616,846,895,1036,77,730,464,93,5,2,1,0.001,17,6.7
4,5873,6250,9623,16091,7127,9618,54582,11,9,11,40,8,26,105,2194,3348,741,1846,1599,873,889,998,83,710,466,99,14,4,1,0.001,43,14.1
5,5881,6186,9595,16148,7100,9756,54666,31,18,26,85,21,29,210,2135,3428,753,1894,1529,875,840,993,79,738,447,98,29,6,1,0.002,76,16.3
6,5800,6181,9620,16175,7248,9631,54655,74,35,44,138,35,57,383,2161,3434,780,1842,1604,834,862,1030,80,742,498,70,77,27,1,0.008,125,33.9
7,5703,6102,9672,16239,7185,9687,54588,127,58,87,237,78,106,693,2125,3299,753,1868,1573,927,816,990,76,762,478,92,125,42,1,0.013,195,38.5
8,5680,6280,9767,16216,7074,9770,54787,201,115,120,357,121,161,1075,2065,3407,819,1942,1569,888,816,1037,80,755,476,81,232,67,1,0.021,272,45.6
9,5684,6215,9727,16021,7143,9608,54398,247,132,176,477,184,187,1403,2136,3418,766,1852,1606,886,872,995,69,721,481,80,274,86,1,0.027,329,45.6
10,5593,6133,9348,15869,7098,9526,53567,261,166,247,671,180,235,1760,2073,3367,747,1881,1579,817,788,1018,71,740,497,93,361,110,1,0.034,407,45.6
1,6631,6353,9734,16179,7145,9762,55804,0,2,0,0,0,0,2,2435,3399,794,1831,1523,857,975,1015,69,736,463,89,2,2,1,0.001,0,0
2,6399,6218,9746,16155,7251,9842,55611,0,0,0,0,0,0,0,2344,3431,747,1878,1556,881,949,1029,73,758,472,82,0,0,1,0,0,3.6
3,6123,6220,9687,16094,7323,9866,55313,0,0,0,0,0,0,0,2273,3439,789,1912,1642,900,879,982,75,724,499,100,0,0,1,0,0,3.6
4,5937,6202,9698,16242,7369,9641,55089,0,0,0,0,0,0,0,2190,3407,798,1919,1611,896,873,1071,80,750,473,106,0,0,1,0,0,3.6
5,5849,6147,9933,16284,7183,9779,55175,0,0,0,0,0,0,0,2188,3386,785,1827,1581,859,876,1050,76,732,475,68,0,0,1,0,0,3.6
6,5729,6356,9826,16341,7271,9585,55108,0,0,0,0,0,0,0,2153,3470,792,1960,1539,823,873,1061,75,812,438,85,0,0,1,0,0,3.6
7,5744,6266,9993,16509,7139,9802,55453,0,0,0,0,0,0,0,2072,3345,787,2073,1637,830,847,1047,67,814,478,79,0,0,1,0,0,3.6
8,5883,6416,9851,16400,7276,9759,55585,0,0,0,0,0,0,0,2158,3440,807,1932,1650,917,864,1072,86,778,477,82,0,0,1,0,0,3.6
9,5967,6373,9795,16389,7274,9918,55716,0,0,0,0,0,0,0,2153,3481,784,1876,1599,901,890,1076,74,738,499,98,0,0,1,0,0,3.6
10,5996,6170,9726,16227,7415,9804,55338,0,0,0,0,0,0,0,2249,3432,765,1891,1632,886,913,1054,91,721,477,80,0,0,1,0,0,3.6
1,6651,6342,9768,16312,7142,9743,55958,0,1,1,1,0,1,4,2428,3455,774,1853,1622,849,916,1060,81,775,502,74,1,0,0,0,1,0
2,6384,6219,9881,16108,7332,9671,55595,0,0,1,2,0,0,3,2363,3352,774,1979,1616,865,965,998,92,787,476,75,0,0,0,0,2,2
3,6144,6407,9689,16208,7214,9814,55476,0,0,0,1,0,0,1,2285,3559,790,1926,1567,868,866,1079,73,742,478,81,0,0,0,0,1,2
4,6001,6192,9817,16312,7235,9920,55477,0,0,0,0,0,0,0,2191,3434,800,1886,1545,960,865,1032,81,760,478,95,0,0,0,0,0,2
5,5811,6208,9906,16467,7309,9758,55459,0,0,0,0,0,0,0,2180,3381,797,1904,1598,871,873,982,75,764,461,91,0,0,0,0,0,2
6,5720,6381,9984,16581,7313,10069,56048,0,0,0,0,0,0,0,2131,3580,799,1987,1579,884,846,1097,78,808,465,96,0,0,0,0,0,2
7,5684,6335,9960,16561,7522,9722,55784,0,0,0,0,0,0,0,2105,3398,793,1930,1642,860,857,1001,77,759,485,106,0,0,0,0,0,2
8,5801,6352,10019,16738,7226,10059,56195,0,0,0,0,0,0,0,2145,3531,776,1956,1588,908,895,1052,67,789,472,93,0,0,0,0,0,2
9,5782,6450,9939,16741,7471,10170,56553,0,0,0,0,0,0,0,2149,3564,807,1981,1610,945,892,1110,73,785,515,92,0,0,0,0,0,2
10,5803,6373,9972,16801,7585,10132,56666,0,0,0,0,0,0,0,2114,3441,789,1974,1762,909,882,1058,84,781,528,104,0,0,0,0,0,2
1,6665,6346,9675,16184,7172,9841,55883,0,0,2,1,0,0,3,2499,3555,753,1934,1638,861,976,1033,65,739,509,95,0,0,0,0,1,0
2,6161,6173,9697,15997,7298,9614,54940,0,1,0,1,1,2,5,2289,3382,779,1923,1589,892,928,1075,68,768,504,86,0,0,0,0,2,2.2
3,5979,6125,9634,15953,7157,9571,54419,2,0,2,6,0,2,12,2279,3344,766,1909,1538,832,903,966,77,775,469,85,2,1,1,0,6,5.1
4,5781,6110,9594,16007,7193,9452,54137,4,3,0,6,4,2,19,2099,3366,724,1866,1596,854,821,1026,68,729,488,89,7,3,1,0.001,7,8.2
5,5758,6124,9750,16037,6998,9540,54207,5,1,2,8,3,1,20,2089,3362,786,1951,1514,874,818,979,87,798,453,89,5,1,1,0,12,28
6,5742,6268,9612,16009,7012,9615,54258,9,1,4,7,2,3,26,2105,3473,751,1926,1489,871,879,1025,74,726,449,81,9,4,1,0.001,9,28
7,5762,6156,9421,16012,7139,9406,53896,1,0,2,2,1,0,6,2150,3404,775,1925,1526,826,846,1029,74,764,456,93,2,2,1,0.001,2,28
8,5688,6047,9735,16125,7039,9597,54231,0,1,0,2,1,2,6,2112,3306,826,1875,1510,813,850,1010,109,808,413,98,0,0,1,0,3,28
9,5667,6215,9663,16037,7148,9628,54358,3,0,0,1,0,0,4,2062,3396,759,1888,1550,855,786,1037,83,738,477,98,0,0,1,0,4,28
10,5761,6161,9710,16111,7072,9512,54327,4,0,0,0,0,0,4,2085,3412,831,1903,1660,897,842,1030,79,730,481,82,2,2,1,0.001,2,28
1,6707,6308,9666,16251,7072,9662,55666,0,1,0,0,0,0,1,2503,3512,736,1989,1609,892,975,1067,77,795,491,93,1,0,0,0,0,0
2,6246,6253,9540,15996,7208,9713,54956,0,0,0,0,0,0,0,2297,3538,788,1914,1580,885,924,1047,87,793,485,93,0,0,0,0,0,2.2
3,5938,6032,9462,16028,7215,9664,54339,0,0,0,0,0,0,0,2209,3331,775,1879,1630,854,843,1002,88,731,455,68,0,0,0,0,0,2.2
4,5703,5949,9639,16163,7246,9643,54343,0,0,0,0,0,0,0,2077,3242,772,1903,1592,859,796,961,73,764,496,70,0,0,0,0,0,2.2
5,5630,6153,9681,16250,7189,9754,54657,0,0,0,0,0,0,0,2016,3389,778,1873,1518,905,825,988,89,741,454,99,0,0,0,0,0,2.2
6,5705,6162,9798,16351,7231,9809,55056,0,0,0,0,0,0,0,2139,3394,779,1927,1614,875,863,991,79,773,516,78,0,0,0,0,0,2.2
7,5664,6197,9771,16523,7321,9877,55353,0,0,0,0,0,0,0,2104,3366,786,1950,1592,893,823,1046,64,804,471,91,0,0,0,0,0,2.2
8,5710,6269,9815,16522,7280,9943,55539,0,0,0,0,0,0,0,2108,3458,780,1918,1544,857,837,1014,71,742,472,78,0,0,0,0,0,2.2
9,5733,6313,9880,16564,7458,9914,55862,0,0,0,0,0,0,0,2149,3389,751,2009,1669,930,827,1001,69,802,482,88,0,0,0,0,0,2.2
10,5795,6302,10014,16632,7324,9890,55957,0,0,0,0,0,0,0,2175,3551,832,1942,1646,884,937,1068,81,785,451,98,0,0,0,0,0,2.2
1,6634,6205,9679,16161,7138,9798,55615,0,0,1,1,0,0,2,2469,3403,742,1838,1564,875,949,1005,70,726,487,75,0,0,0,0,1,0
2,6206,6256,9727,16122,7314,9801,55426,0,0,1,4,0,3,8,2241,3476,791,1867,1555,867,930,1036,83,765,435,92,1,0,0,0,4,3.2
3,6025,6224,9644,16122,7287,9647,54949,0,1,6,9,1,1,18,2263,3407,760,1903,1586,899,907,1014,73,811,467,93,5,4,1,0.001,5,17.8
4,5853,6177,9746,16332,7145,9651,54904,0,1,6,13,2,4,26,2135,3362,805,1971,1582,859,830,995,64,795,469,85,5,0,1,0,7,17.8
5,5817,6246,9616,16112,7225,9818,54834,3,3,7,33,5,12,63,2145,3471,727,1926,1597,925,844,1068,84,731,508,81,8,4,1,0.001,22,17.8
6,5760,6146,9752,16195,7275,9709,54837,14,22,26,59,23,22,166,2141,3373,765,1862,1596,830,826,1008,70,757,470,73,29,12,1,0.004,47,17.9
7,5690,6239,9736,16272,7245,9794,54976,46,28,36,96,26,34,266,2130,3477,791,1869,1572,909,856,1044,77,754,455,97,44,12,1,0.004,93,18.6
8,5617,6220,9720,16458,7196,9777,54988,71,39,44,154,43,68,419,2029,3362,763,1967,1586,924,813,991,81,818,477,86,88,21,1,0.006,132,21.2
9,5734,6183,9821,16166,7266,9747,54917,106,69,60,185,84,89,593,2102,3389,775,1861,1627,876,847,1007,88,735,502,86,142,37,1,0.011,184,25.1
10,5667,6322,9555,15995,7246,9692,54477,117,83,100,243,78,98,719,2062,3551,743,1841,1630,871,822,1055,65,707,502,80,170,63,1,0.019,231,38.9
1,6642,6216,9893,16414,7150,9778,56093,0,1,0,0,0,0,1,2442,3404,753,1999,1520,848,983,1022,90,813,462,89,1,0,0,0,0,0
2,6215,6357,9669,16176,7303,9636,55356,0,0,0,0,0,0,0,2269,3506,729,1936,1698,871,929,1044,70,832,528,94,0,0,0,0,0,2
3,6068,6250,9617,16006,7189,9699,54829,0,0,0,0,0,0,0,2266,3454,721,1933,1590,901,914,1024,69,788,513,105,0,0,0,0,0,2
4,5861,6115,9567,15967,7244,9537,54291,0,0,0,0,0,0,0,2184,3360,736,1870,1592,864,828,982,80,727,488,81,0,0,0,0,0,2
5,5737,6127,9643,16116,7087,9553,54263,0,0,0,0,0,0,0,2128,3430,781,1859,1568,927,855,1070,83,761,489,94,0,0,0,0,0,2
6,5621,6182,9455,16208,7051,9767,54284,0,0,0,0,0,0,0,2102,3426,788,1880,1570,896,844,1102,72,766,469,90,0,0,0,0,0,2
7,5609,6071,9605,16102,7261,9731,54379,0,0,0,0,0,0,0,2089,3357,782,1887,1653,892,819,1009,79,782,475,98,0,0,0,0,0,2
8,5574,6169,9584,16135,7235,9749,54446,0,0,0,0,0,0,0,2023,3461,754,1856,1607,846,826,1010,73,736,479,96,0,0,0,0,0,2
9,5612,6097,9735,15998,7270,9593,54305,0,0,0,0,0,0,0,2124,3364,764,1879,1556,908,863,1000,81,723,478,99,0,0,0,0,0,2
10,5543,6261,9650,16106,7088,9666,54314,0,0,0,0,0,0,0,2025,3450,777,1847,1608,843,799,1065,75,731,453,79,0,0,0,0,0,2
1,6683,6316,9813,16217,7182,9808,56019,1,0,1,2,0,2,6,2410,3411,782,1940,1540,854,956,1007,88,773,467,87,2,1,1,0,3,0
2,6390,6265,9743,16167,7330,9788,55683,2,3,0,6,3,1,15,2315,3408,723,1903,1544,904,941,973,69,743,451,95,1,0,1,0,11,5.4
3,6181,6241,9849,16195,7300,9822,55588,5,2,9,19,9,4,48,2282,3380,748,1897,1646,896,910,947,76,771,502,90,4,0,1,0,20,22.7
4,6063,6285,9631,16254,7201,9765,55199,12,10,11,36,5,10,84,2235,3528,761,1876,1579,872,920,1058,65,772,480,84,13,4,1,0.001,29,31
5,5840,6142,9575,16171,7242,9891,54861,34,16,21,60,17,24,172,2119,3326,771,1902,1582,871,826,977,76,737,476,86,37,14,1,0.004,54,35.8
6,5817,6162,9705,16265,7396,9715,55060,43,29,40,106,30,49,297,2169,3399,749,1908,1634,906,859,1082,69,776,483,99,57,21,1,0.006,91,35.8
7,5680,6230,9679,16395,7283,9907,55174,74,55,57,166,52,52,456,2109,3395,767,1857,1556,908,806,1046,87,761,474,91,81,27,1,0.008,147,51
8,5684,6158,9917,16526,7349,9884,55518,148,53,69,227,70,101,668,2094,3417,818,1933,1598,874,819,1049,71,749,456,86,133,46,1,0.014,208,51
9,5630,6261,9861,16411,7357,9903,55423,187,72,110,334,106,130,939,2046,3316,776,1872,1549,923,812,1035,72,761,428,82,187,59,1,0.018,295,51
10,5776,6246,10006,16503,7246,9763,55540,250,132,158,474,142,175,1331,2145,3353,827,1911,1615,902,848,980,83,753,448,96,254,95,1,0.03,425,51
1,6677,6346,9814,16329,7187,9754,56107,0,0,2,1,0,0,3,2472,3463,761,1929,1584,866,993,1061,77,800,476,84,0,0,0,0,2,0
2,6348,6290,9808,16252,7238,9866,55802,0,2,2,3,1,2,10,2369,3454,754,1920,1605,884,949,1010,81,777,488,81,4,1,1,0,3,4.1
3,6090,6251,9504,16130,7298,9747,55020,0,1,4,7,0,1,13,2253,3456,701,1973,1608,882,907,1047,72,764,493,85,7,2,1,0.001,5,8.5
4,5925,6120,9620,16218,7195,9844,54922,1,4,2,12,4,3,26,2149,3368,786,1902,1581,931,901,1028,72,760,494,92,5,3,1,0.001,12,10.3
5,5818,6194,9714,16229,7254,9827,55036,5,2,4,16,4,1,32,2167,3458,747,1879,1575,899,910,1041,61,750,440,81,7,2,1,0.001,14,18
6,5681,6187,9726,16347,7309,9774,55024,4,2,8,35,7,4,60,2087,3384,772,1876,1664,834,800,996,84,748,468,83,12,6,1,0.002,20,18
7,5655,6190,9626,16391,7306,9789,54957,15,10,9,51,12,28,125,2109,3342,767,1980,1585,923,834,989,72,809,481,97,23,8,1,0.002,42,18.4
8,5693,6153,9720,16460,7282,9936,55244,42,19,28,91,24,32,236,2095,3425,760,2017,1538,913,827,1011,92,788,463,86,40,13,1,0.004,88,30
9,5620,6189,9706,16378,7334,10004,55231,75,45,46,117,44,50,377,2076,3404,749,1988,1614,931,839,1019,73,847,505,97,83,31,1,0.009,146,30
10,5638,6199,9843,16404,7378,9862,55324,104,43,57,191,56,80,531,2092,3372,820,1890,1663,870,838,1010,84,764,498,95,114,48,1,0.015,183,30
1,6699,6231,9703,16224,7136,9748,55741,0,1,0,0,0,0,1,2503,3405,782,1964,1592,870,1009,1087,85,792,483,88,1,1,1,0,0,0
2,6257,6178,9649,16136,7225,9675,55120,0,0,0,0,0,0,0,2332,3429,773,1941,1590,852,951,1085,88,747,483,80,0,0,1,0,0,1.4
3,5941,6222,9581,16047,7211,9766,54768,0,0,0,0,0,0,0,2175,3446,750,1880,1646,903,843,1011,84,728,488,79,0,0,1,0,0,1.4
4,5783,6101,9732,16141,7235,9807,54799,0,0,0,0,0,0,0,2108,3397,797,1940,1567,868,858,979,83,743,478,96,0,0,1,0,0,1.4
5,5695,6188,9769,16276,7328,9862,55118,0,0,0,0,0,0,0,2120,3410,766,1948,1607,897,849,1012,78,781,495,99,0,0,1,0,0,1.4
6,5623,6268,9774,16346,7305,9751,55067,0,0,0,0,0,0,0,2077,3462,761,1942,1624,950,839,1076,75,785,466,99,0,0,1,0,0,1.4
7,5668,6290,9750,16437,7166,9713,55024,0,0,0,0,0,0,0,2120,3377,803,2021,1582,894,799,1026,70,807,490,92,0,0,1,0,0,1.4
8,5784,6211,9682,16281,7097,9862,54917,0,0,0,0,0,0,0,2154,3418,760,1890,1580,929,855,1025,54,738,485,102,0,0,1,0,0,1.4
9,5740,6122,9608,16129,7283,9745,54627,0,0,0,0,0,0,0,2093,3270,792,1884,1607,854,847,992,68,753,512,80,0,0,1,0,0,1.4
10,5805,6157,9694,16275,7275,9854,55060,0,0,0,0,0,0,0,2170,3370,811,1994,1586,825,849,1050,84,818,466,84,0,0,1,0,0,1.4
1,6635,6244,9653,16244,7170,9718,55664,0,0,0,3,0,2,5,2472,3364,746,1898,1539,919,1010,983,63,742,487,82,1,0,0,0,2,0
2,6297,6242,9760,16149,7168,9769,55385,2,1,4,5,0,1,13,2355,3431,780,1910,1615,890,935,1014,78,773,530,92,2,1,1,0,4,2.2
3,6065,6190,9521,15990,7268,9639,54673,2,2,1,5,1,1,12,2276,3338,762,1915,1604,853,951,1017,79,742,491,94,3,1,1,0,6,3.2
4,5913,6085,9573,16077,7125,9684,54457,3,1,3,17,2,7,33,2211,3358,793,1917,1558,878,882,1051,62,790,464,93,9,3,1,0.001,15,18
5,5757,6100,9632,16115,7178,9651,54433,8,4,10,22,7,8,59,2171,3323,817,1923,1533,875,857,984,72,763,449,80,12,2,1,0.001,21,18
6,5690,6065,9700,16196,7186,9718,54555,12,9,6,37,14,11,89,2117,3282,753,1924,1585,791,857,988,77,788,509,85,16,7,1,0.002,39,31.2
7,5661,6227,9738,16402,7302,9745,55075,24,9,20,63,12,30,158,2139,3417,767,1926,1648,831,820,1050,69,761,487,71,28,8,1,0.002,50,31.2
8,5637,6244,9884,16416,7201,9904,55286,27,16,35,104,21,51,254,2058,3401,796,1913,1558,880,807,1011,79,793,421,108,36,8,1,0.002,69,31.2
9,5775,6375,9951,16258,7356,9749,55464,53,32,50,133,40,40,348,2169,3473,806,1916,1610,922,847,1042,97,744,472,104,75,22,1,0.007,98,60.1
10,5787,6271,9672,16327,7201,9793,55051,95,45,58,170,45,88,501,2127,3474,779,1889,1546,876,870,1079,66,744,426,92,99,31,1,0.009,137,65
1,6636,6312,9861,16343,7161,9579,55892,0,0,1,1,0,0,2,2483,3512,817,1856,1578,863,1008,1048,81,754,473,86,0,0,0,0,1,0
